"","PROPERTY.GROUP","last_violation","gap","n_serious_violations_year","n_evictions","last_year_serious","n_serious_violations","ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","SSA","LATITUDE","LONGITUDE","LOCATION","street","serious","violation_year"
"701",18421,"2021-07-07",NA,6,17,"2021-07-07",16,1345066,"2007-01-11","2006-04-05","CN067014","COMPLIED","2007-01-10","REPAIR ROOF",NA,"FRONT ELEVATION ROOF ROTTED RAFTERS,SHEETINGS AND ROOFING MATERIAL-HOLES","Failed to maintain roof in sound condition and repair, watertight and free from defects.  (13-196-530, 13-196-530(c) and 13-196-641)","BL00654",1517648,"PASSED","N","PERIODIC","CONSERVATION","918 E HYDE PARK BLVD",918,"E","HYDE PARK","BLVD",NA,41.802407705,-87.602932356,"(41.802407704902635, -87.60293235575516)","E HYDE PARK BLVD","Y",2006
"702",18426,"2022-04-07",NA,6,13,"2022-04-07",16,1310245,"2006-03-16","2006-03-07","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"REAR PORCH GRADE TO 3RD","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00340",1412268,"FAILED","N","PERIODIC","CONSERVATION","4737 S INGLESIDE AVE",4737,"S","INGLESIDE","AVE",47,41.808410975,-87.602635768,"(41.80841097530699, -87.60263576778236)","S INGLESIDE AVE","Y",2006
"703",18428,"2023-10-24",NA,6,18,"2023-10-24",14,1516489,"2023-10-17","2006-04-17","CN070024","COMPLIED","2009-09-23","REPAIR PORCH SYSTEM",NA,"REAR PORCH GRADE TO 3RD IMPROPER BEAMS TO COLUMN CONNECTIONS, COLUMNS NOT PROPERLY SPLICED AND BOLTED, OVER NOTCHED  NOT SET ON PROPER FOOTINGS, MIDLANDINGS ON STAIR SYSTEM, NO JOIST HANGERS, RAILS FROM 1ST TO 2ND LOOSE, ENTIRE STAIR SYSTEM SWAYS SIDE TO SIDE.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00403",1859187,"FAILED","N","PERIODIC","CONSERVATION","4746 S INGLESIDE AVE",4746,"S","INGLESIDE","AVE",47,41.808143594,-87.602922911,"(41.80814359445299, -87.60292291135461)","S INGLESIDE AVE","Y",2006
"704",18429,"2021-07-01",NA,4,3,"2021-07-01",15,2580424,"2008-06-26","2008-04-08","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"AT WEST ELEVATION SOUTH WOOD PORCH RAILINGS DEFLECT UNDER MINIMUM LOAD, STRINGERS ARE NOT BOLTED TO WALL MISSING PLINTH BLOCKS; NORTHWEST PORCH LOOSE GUARDRAILS OVER SPANNED 2""X 8"" JOISTS, MISSING JOIST HANGERS, STRINGERS NOT BOLTED TO MASONRY WALL; SOUTH EAST AND NORTHEAST PORCHES WITH GUARDRAILS TOO LOW AND STRINGERS NOT BOLT TO WALL.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00496",1127175,"FAILED","N","PERIODIC","CONSERVATION","4710 S WOODLAWN AVE",4710,"S","WOODLAWN","AVE",47,41.809192129,-87.596971639,"(41.80919212910046, -87.59697163894467)","S WOODLAWN AVE","Y",2008
"705",18430,"2023-08-02",NA,7,66,"2023-08-02",14,1694049,"2009-02-27","2006-09-28","CN197019","COMPLIED","2009-01-21","INSTALL SMOKE DETECTORS",NA,"MISSING SMOKE DETECTORS IN BOILER ROOMS","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL01041",2314242,"FAILED","N","PERIODIC","CONSERVATION","4726 S WOODLAWN AVE",4726,"S","WOODLAWN","AVE",47,41.808733914,-87.596962069,"(41.80873391428073, -87.59696206895283)","S WOODLAWN AVE","Y",2006
"706",18432,"2023-09-01",NA,6,8,"2023-09-01",12,1489556,"2008-07-15","2006-06-30","CN070024","COMPLIED","2008-07-01","REPAIR PORCH SYSTEM",NA,"8 SETS OF 3 STORY REAR STAIRS SYSTEMS SAME VIOLATIONS ON ALL USING 4X4 FOR COLUMNS SHORT HANDRAILS AND GUARDRAIL RAILS ALL STRINGERS ARE NOT PROPERLY ATTACHED PLANS AND PERMITS REQUIRED FOR REPAIRS","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL01041",1509362,"FAILED","N","PERIODIC","CONSERVATION","821 E 49TH ST",821,"E","49TH","ST",47,41.805796183,-87.605510019,"(41.80579618285445, -87.60551001876388)","E 49TH ST","Y",2006
"707",18433,"2020-12-08",NA,6,9,"2020-12-08",11,4775213,"2018-08-16","2014-06-24","CN197087","COMPLIED","2018-08-15","CARB MONOX DETECT IN RESID","INTERIOR:001 :","826 1N CARBON MONOXIDE DETECTOR MISSING.","Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.","BL01004",11268391,"FAILED","N","PERIODIC","CONSERVATION","816 E 49TH ST",816,"E","49TH","ST",47,41.806013166,-87.605715636,"(41.806013165530146, -87.60571563606297)","E 49TH ST","Y",2014
"708",18435,"2023-03-20",NA,5,12,"2023-03-20",6,1564885,"2007-07-20","2006-04-13","CN197087","COMPLIED","2007-07-03","CARB MONOX DETECT IN RESID",NA,"LAUNDRY ROOMS ALL FLOORS NO CARBON MONOXIDE DETECTORS","Install carbon monoxide detector within 40 feet of every sleeping room in residential structure. (13-64-190, 13-64-210) A carbon monoxide detector is needed whenever there is a heating appliance on the premises that burns fossil fuel such as gas, oil, or coal, or air that is circulated through a heat exchanger. Install according to manufacturer instructions. A hard wired model requires an electrical wiring permit. In a single family residence, be sure the detector is on or below the lowest floor with a place to sleep. In a multiple dwelling residence heated by a boiler, install a detector in the same room as the boiler. Otherwise, each apartment follows single family guidelines. The owner is responsible for installation and written instructions, the tenant for testing, maintenance, and batteries.","BL00804",1531958,"PASSED","N","PERIODIC","CONSERVATION","4829 S COTTAGE GROVE AVE",4829,"S","COTTAGE GROVE","AVE",47,41.806834653,-87.606360829,"(41.80683465328728, -87.6063608291085)","S COTTAGE GROVE AVE","Y",2006
"709",18437,"2021-12-03",NA,7,27,"2021-12-03",20,1688694,"2007-06-25","2006-09-22","CN106015","COMPLIED","2007-06-04","REPAIR INTERIOR STAIR SYSTEM",NA,"1024-1026 INTERIOR STAIRS-SAGGING SEVERELY TO CENTER STRINGERS STARTING TO PULL AWAY FROM POST POTENTIAL HAZARD LOOSE AND BROKEN TREADS","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","BL00755",1570446,"PASSED","N","PERIODIC","CONSERVATION","1020 E HYDE PARK BLVD",1020,"E","HYDE PARK","BLVD",NA,41.802431035,-87.600659918,"(41.80243103468545, -87.60065991847348)","E HYDE PARK BLVD","Y",2006
"710",18445,"2023-09-25",NA,5,97,"2023-09-25",13,4931418,"2014-12-05","2014-12-05","CN197019","OPEN",NA,"INSTALL SMOKE DETECTORS","OTHER   :    :","PENTHOUSE / FREIGHT ELEVATOR ROOM, BIKE ROOM, FITNESS ROOM AND NORTH STAIRWELL AT TOP - SMOKE DETECTORS - MISSING.","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL00941",11093551,"FAILED","N","PERIODIC","CONSERVATION","1364 E HYDE PARK BLVD",1364,"E","HYDE PARK","BLVD",NA,41.802523377,-87.592550153,"(41.802523377106134, -87.59255015256176)","E HYDE PARK BLVD","Y",2014
"711",18463,"2022-03-09",NA,6,0,"2022-03-09",17,1995480,"2007-05-04","2006-08-15","CN015062","OPEN",NA,"OBSTRUCTIONS IN EXIT WAY",NA,"USING HALLWAY 2ND FLOOR EXIT FROM KENWOOD ROOM FOR STORAGE","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00654",1889120,"FAILED","N","COMPLAINT","CONSERVATION","4900 S CHICAGO BEACH DR",4900,"S","CHICAGO BEACH","DR",NA,41.806170388,-87.585799573,"(41.806170387632804, -87.58579957251453)","S CHICAGO BEACH DR","Y",2006
"712",18468,"2022-07-27",NA,8,48,"2022-07-27",18,2503916,"2008-05-05","2008-04-09","CN062014","OPEN",NA,"PARAPET & COPING",NA,"PARAPET AND COPING-(1) SEVERE DANGEROUS AND HAZARDOUS PARAPETS ALL ELEVATIONS LEANING IMMENSELY, BULGING, WIDE JOINTS AT SHELF ANGEL LOCATIONS (TEMPORARY STABILIZED) (2) COPING TERRA LOTTA STAPPED PIECE LOOSE EAST ELEVATION (3) PARAPETS SHOW CONSTANT MOVEMENT, BRICK SEVERE WASHED OUT MORTAR, CRACKING (4) COPPING TILES WASHED OUT MORTAR SEVERE (5) PLANS AND PERMITS REQUIRED FOR ALL REPAIRS.","Failed to maintain the parapet wall and coping in good repair and free from cracks and defects.  (13-196-530, 13-196-530(e) and 13-196-641)","BL00903",1425539,"FAILED","N","PERIODIC","CONSERVATION","4940 S EAST END AVE",4940,"S","EAST END","AVE",NA,41.804923177,-87.585624555,"(41.804923176685726, -87.58562455528525)","S EAST END AVE","Y",2008
"713",18472,"2022-06-08",NA,5,17,"2022-06-08",15,1305007,"2006-03-13","2006-03-03","CN046013","OPEN",NA,"UNAPPROVED HEATING DEVICE",NA,"TENANT USING ELECTRIC SPACE HEATERS","Stop using cooking or water heating device as heating device. (13-196-400)","BL00340",1434628,"FAILED","N","COMPLAINT","CONSERVATION","1416 E HYDE PARK BLVD",1416,"E","HYDE PARK","BLVD",NA,41.802540458,-87.591094981,"(41.802540457881385, -87.59109498134977)","E HYDE PARK BLVD","Y",2006
"714",18502,"2023-01-05",NA,5,10,"2023-01-05",19,1345689,"2006-04-10","2006-02-28","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"REAR PORCH GRADE TO 3RD COLUMNS OVER NOTCHED IMPROPER BEAM TO COLUMN CONNECTIONS BEAMS NOT PROPERLY ATTACHED TO BEAM POCKETS RAILS TOO SHORT JOIST TOO SMALL FOR SPAN STRINGERS NOT PROPERLY ATTACHED","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00654",1455239,"FAILED","N","COMPLAINT","CONSERVATION","1000 W 51ST ST",1000,"W","51ST","ST",NA,41.801626208,-87.650265891,"(41.80162620836676, -87.65026589146807)","W 51ST ST","Y",2006
"715",18511,"2023-08-10",NA,10,11,"2023-08-10",35,2367893,"2008-05-28","2007-12-13","CN135016","COMPLIED","2008-05-20","MICE/RODENTS",NA,"BUILDING MICE THRU OUT","Exterminate rodents in building and seal openings through which they gain access. (13-196-530 D, 13-196-630 C, 7-28-660)","BL00831",2085613,"FAILED","N","COMPLAINT","CONSERVATION","4840 S RACINE AVE",4840,"S","RACINE","AVE",NA,41.805690286,-87.65531333,"(41.80569028634513, -87.65531332998282)","S RACINE AVE","Y",2007
"716",18517,"2023-11-06",NA,11,0,"2023-11-06",34,1578197,"2006-08-18","2006-02-06","CN197019","OPEN",NA,"INSTALL SMOKE DETECTORS",NA,"321 DEFECTIVE SMOKE ALARM, RM 110-NO SMOKE ALARM","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL00746",1418586,"FAILED","N","PERIODIC","CONSERVATION","1535 W 47TH ST",1535,"W","47TH","ST",10,41.808509095,-87.663877258,"(41.80850909523564, -87.66387725815235)","W 47TH ST","Y",2006
"717",18589,"2021-08-27",NA,5,0,"2021-08-27",22,2595899,"2021-08-27","2008-05-07","CN070024","COMPLIED","2021-08-27","REPAIR PORCH SYSTEM",NA,"SOUTH PORCH-COLUMNS ARE SET ON SPALLED CONCRETE BASEMENT AREA WAY WALL. COLUMNS ARE OUT OF PLUMB, TWISTED AND ONLY A 16 INCH SPLICE. FACE BEAMS ARE MISSING BOLTS AT THE COLUMN CONNECTIONS. STRINGERS ARE MISSING BOOTS AT COLUMN AND WALL CONNECTIONS. 4X4 NEWEL POSTS ARE ROTTED, LOOSE TREADS. HAND RAILS ARE MISSING VERTICAL PICKETS.ONLY 36 INCH GUARD RAIL HEIGHT AT (3) AND MISSING BOLTS AT THE WALL CONNECTION. IMPROPER CONNECTIONS-MOST MEMBERS ARE ONLY TOE NAILED  TOGETHER. PERMIT IS REQUIRED FOR REPAIRS.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL01002",1412700,"FAILED","N","PERIODIC","CONSERVATION","4854 S PULASKI RD",4854,"S","PULASKI","RD",39,41.804411406,-87.723631796,"(41.80441140630387, -87.72363179612341)","S PULASKI RD","Y",2008
"718",18591,"2023-08-21",NA,7,5,"2023-08-21",11,2522025,"2008-05-15","2008-05-08","CN104015","OPEN",NA,"REPLCE WINDOW PANES, PLEXGLAS",NA,"EAST: BROKEN GLASS BLOCK AT GRADE AND BROKEN WINDOW PANE AT (B)","Replace broken, missing or defective window panes. (13-196-550 A)","BL01002",1426294,"FAILED","N","PERIODIC","CONSERVATION","4831 S CICERO AVE",4831,"S","CICERO","AVE",NA,41.804859507,-87.742942091,"(41.80485950742081, -87.74294209058692)","S CICERO AVE","Y",2008
"719",18597,"2023-06-02",NA,10,80,"2023-06-02",57,3245515,"2010-09-20","2009-09-10","CN135016","COMPLIED","2010-09-16","MICE/RODENTS","INTERIOR:007 :702","MICE","Exterminate rodents in building and seal openings through which they gain access. (13-196-530 D, 13-196-630 C, 7-28-660)","BL00941",2792800,"FAILED","N","COMPLAINT","CONSERVATION","5110 S DR MARTIN L KING JR DR",5110,"S","DR MARTIN L KING JR","DR",52,41.801795004,-87.616290948,"(41.80179500420955, -87.61629094785447)","S DR MARTIN L KING JR DR","Y",2009
"720",18598,"2023-10-18",NA,9,37,"2023-10-18",32,1766225,"2007-10-25","2006-11-21","CN070024","COMPLIED","2007-09-04","REPAIR PORCH SYSTEM",NA,"5219 PORCH NO LEDGER BOLTS 4X4 UPRIGHT SCAB WORK STRINGER IMPROPER PITCH LOOKOUT PULLING AWAY 6X6 UPRIGHT PULLING APART RAIL SUPPORT PULLING AWAY FROM WALL 2ND FLOOR SECTION OF RAIL MISSING IMPROPER FOOTING 4X4 UPRIGHT OVERCUT INSUFFICIENT LAP JOINT CUT AND OUT OF PLUMB RIM JOIST PULLING AWAY 5221 PORCH 4X4 UPRIGHT OVERCUT INSUFFICIENT LAP JOINT CUT AND OUT OF PLUMB RIM JOIST PULLING AWAY 5221 PORCH 4X4 UPRIGHT SCAB NO LEDGER BOLTS SCAB WORK ON STRINGER STAIR SYSTEM IMPROPER SIZE LOOKOUT PULLING AWAY SCAB WORK ON 6X6 UPRIGHT LAP JOINT INSUFFICIENT CUT 5223 PORCH IMPROPER FOOTING AND MISSING UPRIGHT SPLIT AND OUT OF PLUMB LOOKOUT PULLING AWAY DECK JOIST ROTTED NO LEDGER BOLTS TREADS LOOSE PICKETS MISSING 5225 PORCH NO FOOTING PICKET MISSING IMPROPER STRINGER PITCH UPRIGHT OUT OF PLUMB","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00947",1864644,"PASSED","N","PERIODIC","CONSERVATION","5219 S CALUMET AVE",5219,"S","CALUMET","AVE",52,41.799622136,-87.617577496,"(41.799622135521325, -87.61757749645827)","S CALUMET AVE","Y",2006
"721",18599,"2022-11-02",NA,8,14,"2022-11-02",47,1506773,"2006-07-25","2006-06-21","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"PORCHES REAR GUARD AND HANDRAILS TOO LOW NOT 42' AND 32' INCHES GUARD AND HANDRAIL DESIGN USES OVER LAPPING 1X4' NOT PICKETS 6' INCH GAP AT BOTTOM SHEET METAL OFF FIRECUTS NO ANGLE BRACKETS BEAMS NOT BOLTED WHERE THEY MEET COLUMNS STRINGERS NOT BOLTED TO BEAMS OR COLUMNS NO JOIST CLIPS LEDGERS NOT BOLTED STAIR DESIGN LEAVES 2ND AND 3RD FLOOR STAIR TOPS UNGUARDED HORIZONTAL GUARDS AT BASEMENT COLUMN ANCHOR BRACKETS MISSING ON ALL COLUMNS","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00952",1511036,"FAILED","N","PERIODIC","CONSERVATION","5313 S CALUMET AVE",5313,"S","CALUMET","AVE",NA,41.79800787,-87.61753863,"(41.79800787041429, -87.61753862987243)","S CALUMET AVE","Y",2006
"722",18602,"2021-01-27",NA,11,37,"2021-01-27",86,1612860,"2006-08-29","2006-02-08","CN101015","OPEN",NA,"REPAIR INTERIOR WALLS/CEILING",NA,"FIRST SMALL HOLES MINOR CRACKS","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","BL00265",1543932,"FAILED","N","COMPLAINT","CONSERVATION","5150 S CALUMET AVE",5150,"S","CALUMET","AVE",52,41.800619628,-87.617860152,"(41.80061962823705, -87.61786015187249)","S CALUMET AVE","Y",2006
"723",18615,"2023-03-24",NA,8,5,"2023-03-24",24,1299717,"2006-03-08","2006-03-08","CN101015","OPEN",NA,"REPAIR INTERIOR WALLS/CEILING",NA,"BASEMENT APARTMENT CEILING AND WALLS KITCHEN AND BATHROOM WATER DAMAGED.","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","BL00876",1429640,"FAILED","N","COMPLAINT","CONSERVATION","5430 S INDIANA AVE",5430,"S","INDIANA","AVE",NA,41.795606797,-87.621014375,"(41.795606796843785, -87.62101437547416)","S INDIANA AVE","Y",2006
"724",18621,"2022-08-23",NA,5,3,"2022-08-23",10,1506265,"2007-03-09","2006-03-23","CN104015","COMPLIED","2007-03-02","REPLCE WINDOW PANES, PLEXGLAS",NA,"3RD FLOOR SOUTH FRONT BROKEN STORM PANE","Replace broken, missing or defective window panes. (13-196-550 A)","BL00748",1514589,"FAILED","N","PERIODIC","CONSERVATION","5237 S MICHIGAN AVE",5237,"S","MICHIGAN","AVE",NA,41.798924677,-87.622427316,"(41.79892467664915, -87.62242731641152)","S MICHIGAN AVE","Y",2006
"725",18641,"2023-03-22",NA,7,7,"2023-03-22",26,1507109,"2008-06-25","2006-03-22","CN106015","COMPLIED","2008-06-24","REPAIR INTERIOR STAIR SYSTEM",NA,"5136  INTERIOR STAIR BALUSTER MISSING","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","BL00403",1843558,"PASSED","N","PERIODIC","CONSERVATION","5130 S DR MARTIN L KING JR DR",5130,"S","DR MARTIN L KING JR","DR",52,41.801360113,-87.616288749,"(41.801360113412, -87.61628874874668)","S DR MARTIN L KING JR DR","Y",2006
"726",18644,"2023-08-25",NA,12,26,"2023-08-25",35,5932276,"2018-06-11","2018-02-13","CN132016","COMPLIED","2018-05-31","HEAT UNIT ADEQUATELY",NA,"61 DEGREES IN APARTMENT 2B. 16 UNITS.","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00941",12558953,"PASSED","N","COMPLAINT","CONSERVATION","364 E 53RD ST",364,"E","53RD","ST",52,41.798563098,-87.616726369,"(41.79856309790905, -87.6167263693092)","E 53RD ST","Y",2018
"727",18645,"2022-07-20",NA,10,8,"2022-07-20",64,2004139,"2007-05-10","2007-05-01","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR",NA,"5300 KING DR, AND 363E 53RD, REAR BASEMENT: MISSING HANDRAIL AND GUARD RAIL","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00748",1892901,"FAILED","N","COMPLAINT","CONSERVATION","363 E 53RD ST",363,"E","53RD","ST",NA,41.798342165,-87.616800464,"(41.798342164877184, -87.61680046389309)","E 53RD ST","Y",2007
"728",18658,"2022-04-05",NA,11,3,"2022-04-05",66,1491652,"2007-09-20","2006-04-06","PL169017","COMPLIED","2007-09-14","REMOVE STAGNANT WATER BSMT",NA,"NORTH, WEST PORCH AT BASEMENT.","Remove sewage and stagnant water from basement and correct cause. (13-196-580 A, 7-28-060)","BL00254",1842963,"FAILED","N","PERIODIC","CONSERVATION","362 E 53RD ST",362,"E","53RD","ST",52,41.798561636,-87.616807524,"(41.79856163612131, -87.61680752415421)","E 53RD ST","Y",2006
"729",18670,"2023-06-02",NA,5,0,"2023-06-02",25,1213400,"2006-01-09","2006-01-03","CN046013","OPEN",NA,"UNAPPROVED HEATING DEVICE",NA,"IMPROPER HEATING DEVICE STOVES AND SPACE HEATERS ALL UNITS INSP","Stop using cooking or water heating device as heating device. (13-196-400)","BL00875",1217318,"FAILED","N","COMPLAINT","CONSERVATION","5235 S DREXEL AVE",5235,"S","DREXEL","AVE",NA,41.799724617,-87.603779049,"(41.79972461723391, -87.60377904890957)","S DREXEL AVE","Y",2006
"730",18689,"2023-04-26",NA,8,21,"2023-04-26",28,1505186,"2007-04-03","2006-04-10","CN070024","COMPLIED","2007-03-21","REPAIR PORCH SYSTEM",NA,"SOUTH WEST PORCH RAILS RAIL WALL SUPPORT STRINGER ROTTED DECKING TREADS RISERS WOOD SPLIT IMPROPER PICKETS SOUTH EAST PORCH RAILS DECKING STRINGER ROTTED EAST PORCH IMPROPER PICKETS RAILS ROTTED TREADS STRINGER 4X4 UPRIGHTS DECKING WOOD SPLIT AND WORN OUT RAIL WALL SUPPORT ROTTED","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00688",1514189,"PASSED","N","PERIODIC","CONSERVATION","5401 S ELLIS AVE",5401,"S","ELLIS","AVE",NA,41.797863083,-87.601123143,"(41.79786308317348, -87.60112314271205)","S ELLIS AVE","Y",2006
"731",18690,"2021-10-29",NA,4,40,"2021-10-29",10,5472165,"2018-06-13","2016-08-03","CN074024","OPEN",NA,"PROVIDE GUARD RAIL 42 IN HIGH","OTHER   :    :","NORTHEAST LOADING DOCK RAMP IRON GUARDRAILS BENT AND LOOSE , LOWER FOUNDATION WALL AND STONES DETERIORATED WITH OPEN JOINTS .","Failed to provide porch which is more than two risers high with rails not less than three and one-half feet above the floor of the porch.  (13-196-570(b), 13-196-641","87296",12322873,"FAILED","N","PERIODIC","CONSERVATION","5200 S ELLIS AVE",5200,"S","ELLIS","AVE",NA,41.800855867,-87.601483398,"(41.80085586679827, -87.60148339797773)","S ELLIS AVE","Y",2016
